title	rating	review
Tout ce que j'en attendais	5,0 sur 5 etoiles	Pour etre honnete je l'utilise peu, mais quand j'en ai besoin il me convient parfaitement , donc en ce qui me concerne c'est un bon rapport qualite-prix. De plus je trouve la qualite audio tout a fait correcte et j'ai pu tester le micro marche bien. Je l'ai meme teste dans l'avion sur plusieurs heures de visonnage de films avec un bon confort sur les oreilles.C'est ce que je cherchais, confortable, ils tiennent bien dans l'oreille, pour moi le son est bon et avec ce systeme pas besoin de mettre le son fort parce que les bruits exterieurs sont masques.Bref, une bonne surprise.
satisfaisant	5,0 sur 5 etoiles	Je l'ai pris pour mon fils car je l'utilise deja depuis un an environ. Il fonctionne bien et le son est tout a fait correct. L'autonomie est d'environ 6 a 8 heures et se charge rapidement.J'en suis vraiment tres content. Plusieurs embouts pour tout type d'oreille. Je recommande.
bon rapport qualite\prix	5,0 sur 5 etoiles	Super solide! Ecouteurs de bonne qualite qui ne se casse pas facilement. J'ai achete d'autres ecouteurs plus chers mais sont souvent en dysfonctionnement rapidement.produit recommande a tous ceux qui cherchent des ecouteurs pas de bonnes qualite avec un bon son.
C'est parfait	5,0 sur 5 etoiles	Les basses sont tres presentes et de la qualite des prix est fantastique. Rapport qualite/prix imbattable. L'intra-auriculaire tient bien et permet de bien s'isoler du bruit ambiant.Alors la, j'ai ete agreablement surpris par cette paire d'ecouteurs. Ils est de tres bonne qualite quant au son et notamment des basses, confortables. Excellent rapport qualite/prix. Je recommande vivement, ils font parfaitement l'affaire.La couleur est tres sympa. Le son est satisfaisant, les basses sont bien presentes et les ecouteurs avec ces embouts tiennent bien dans l'oreille. Pour le prix ca suffit largement. Tres bons ecouteurs, je vous le recommande.
Tres bonne qualite	5,0 sur 5 etoiles	S'adapte a tous les telephones portables.Le son est tres bon. Il n'est pas aigrelet, avec une belle definition des basses.Ideal aussi pour le MP3.Pour quelqu'un par contre qui ne supporte pas les basses (probleme auditif), peut-etre n'est-il pas a conseiller ?Pour ma part, le son est equilibre, tr_s plaisant, et les correspondants recoivent eux aussi un excellent son.Il ne prend pas trop les sons exterieurs, le micro se place bien.Les oreillettes sont tres isolantes, et pour ca c'est une question de gout.
Ecouteur de bonne qualite	5,0 sur 5 etoiles	Ecouteur de super qualite, assez mefiant meme avec les commentaire assez elogieux sur le produit, au final recu en 2 jours et franchement c'est un pur bonheur fais mieux que certaines marques que je ne citerais pasJe suis tres satisfaite de ces ecouteurs qui fonctionne tres bien avec mon Iphone pour ecouter de la musique ou pour telephoner.Ecouteurs robustes.
Inadmissible ! Passez votre chemin	1,0 sur 5 etoiles	J'ai recu la commande tres rapidement. Belle boite, presentation tres soignee, tres belle coque au premier regard... jusqu'a ce que j'essaie de la glisser dans l'iPhone. Un defaut grossier a l'interieur empeche en effet l'iPhone de bien s'ajuster (voir photo). Resultat: une coque avec une bosse. On attend autre chose d'un produit Apple, meme a moitie prix.Je suis convaincu maintenant qu'il s'agit d'un faux ou d'un produit defectueux, non signale comme tel. Evitez.
L'article vendu par Doodigital est une contrefacon!	1,0 sur 5 etoiles	Attention, l'article vendu au prix de l'original par le vendeur Doodigital est une contrefacon tres tres bien faite, une replique quasi exacte de l'original (voir images) achete directement chez Apple.A premiere vue, l'article ressemble parfaitement a un original, l'emballage est quasiment identique. Le logo apple par contre est place un peu plus haut et n'a pas la meme couleur (voir images). La finition aussi au niveau des boutons n'est pas aussi bonne que sur l'original.Faites donc attention avec ce genre d'articles qui ne sont pas vendu directement par Amazon
Imbattable pour un original Apple !	5,0 sur 5 etoiles	Super etui et un original de la marque Apple. J'avoue que j'ai eu un doute quand il etait affiche a 25EUR au lieu de 59EUR chez Apple. Mais c'est bien un original, on ne s'y trompe pas. Belle qualite, dimensions parfaites qui s'ajustent parfaitement comme le modele achete dans le passe chez Apple. Je le recommande surtout a ce prix la. Beau, leger, elegant et fidele a la marque de Cupertino. Le tout avec une reduction de plus de 50%. Du jamais vu pour Apple !!! Meme en allant aux usa pour l'acheter !
Tres decue !!	1,0 sur 5 etoiles	Ce n'est pas une vraie Apple ! La coque presente des traces apres seulement une journee d'utilisation. Et encore, je l'ai juste pris au bureau et mis dans mon sac a main... tres decue, je ne recommande pas ce produit !
Bonne qualite	4,0 sur 5 etoiles	Bonjour a tous,Rien ne vaut une belle coque en cuir de la marque Apple, tres chere certe mais la qualite et au rdv.En noir elle et tres classe et la couleur ne d'eteint pas comme le bleu ou le marron.Mise a part le prix qui et tres eleve, rien a redire.
Le revetement en silicone ne tient pas et s'efface au bout d'un mois	2,0 sur 5 etoiles	J'avais achete cette coque bleu en silicone pour l'utiliser avec le bracelet bleu de mon Apple Watch. Au bout d'un mois d'utilisation normale (pas intensive, le revetement antiderapant de la coque a commence a s'effacer. C'est vraiment vraiment decevant de la part d'APPLE et surtout pour un tel prix.
Coque	5,0 sur 5 etoiles	Tres bonne coque vas bien avec le noirElle est tres jolie et agreableLa recommande
super	5,0 sur 5 etoiles	produit conforme comme d'habitude les produit Apple sont toujours de grande qualites
Mauvaise qualite, les coins se sont arraches en une semaine	1,0 sur 5 etoiles	Deja le delai de livraison etait important et la coque n'est pas blanche mais gris clairs. Les coins se sont casses au bout d'une semaine... Pour le prix c'est tres decevant.
Original Apple	4,0 sur 5 etoiles	Meme sur Amazon ca fait cher le bout mais la protection est assuree.
Parfait	5,0 sur 5 etoiles	Je possede deja une coque cuir Havane achete en Apple Store. Cette nouvelle coque achetee en Noir est conforme et parfaite! Pour un prix tres attractif
coque iphone 8 plus blanche	4,0 sur 5 etoiles	livraison en France rapide commander le 31.12.18 recu le 02.01.19conforme a mes attentes si ce n'est que le prix exagerer ...mais bon vu la valeur du telephone c'est pas grand chose pour le proteger..voila pourquoi j'ai mis 4 etoile...
Solide et economique	5,0 sur 5 etoiles	Coque Apple authentique a moindre coup! C'est exactement le produit que je souhaitais avoir qui coute beaucoup plus cher en magasin. Produit solide et parfaitement adapte a l'iphone.
Ras	5,0 sur 5 etoiles	Super
Parfait	5,0 sur 5 etoiles	En accord avec commande - Produit original apple - Tres bonne protection utilisee sur Iphone 8 - A recommander -
Coque authentique Apple!	5,0 sur 5 etoiles	A ma grande surprise, la coque est une vraie!!!Je suis tres satisfait de cet achat et je recommande fortement
Tres bien	5,0 sur 5 etoiles	Coque originaleTres bien
Excellent !	5,0 sur 5 etoiles	Excellent !
Originale	4,0 sur 5 etoiles	Coque a priori originale Apple. Seul bemol, une petite rayure a l'arriere de cette derniere... Un bemol acceptable etant donne le tarif moitie moins eleve que chez Apple.
Il s'agit bien de la coque officielle d'apple	5,0 sur 5 etoiles	Venue dans l'emballage d'origine.
100% satisfait et prix competitif . Vendeur attentif au suivi	5,0 sur 5 etoiles	100% satisfait
Pas practique	2,0 sur 5 etoiles	Deterioration apres peu usage....
Decevant	2,0 sur 5 etoiles	Produit esthetique mais vieillissement premature
Livraison mediocre	5,0 sur 5 etoiles	Apple rien a dire super.
Ideale coque.	5,0 sur 5 etoiles	C'est la coque ideale, elle ne glisse pas de la main/ elle est fine , un peu cher a mon gout .
Etui tres adapte a mon telephone	5,0 sur 5 etoiles	Produits original tres bien conforme a ma demande
Top	5,0 sur 5 etoiles	Une top qualite, vas comme un gant a mon telephone,
Parfait	5,0 sur 5 etoiles	Vrai coque d'origine Apple. Rien a redire
Impec	5,0 sur 5 etoiles	Impec
Bien	5,0 sur 5 etoiles	Bien
parfait	5,0 sur 5 etoiles	Les nouvelles coques officielles avec touche en relief, vraiment parfait pour une utilisation quotidienne, plus pratique que celles des 6 plus
A acheter	5,0 sur 5 etoiles	Excellent comme l'originAl mais en 3 fois moins cher
Cuir de qualite	5,0 sur 5 etoiles	Jolie coque
Good	5,0 sur 5 etoiles	Tres bon produit  livraison impeccable !!!
Coque solide et touche sympa	5,0 sur 5 etoiles	Belle couleur et coque ne glisse pas
Coque apple	5,0 sur 5 etoiles	Super rapide conforme et pas cher
Parfait	5,0 sur 5 etoiles	Parfait
A recommander	5,0 sur 5 etoiles	Parfait. L'originale d'apple.
Impec	5,0 sur 5 etoiles	Coque d'origine etat impec
Indispensable pour les possesseurs d' iphone 7	5,0 sur 5 etoiles	Packaging : Boite blanche avec photo de l'adaptateurUtilisation : Avec son iPhone 7, Apple a supprime le port jack de son telephone ne laissant qu'une seule entree Lightning.Cet adaptateur resout ce probleme en offrant 2 ports Lightning, un pour la charge et un pour les ecouteurs.Les 2 ports ne sont pas dedies on peut mettre les ecouteurs et le chargeur sur l'un ou l'autre.Je l'utilise principalement la nuit pour charger et ecouter des livres audioPoints forts :- pratique avec un iPhone 7-petitPoints Faibles :- RASConclusion : Je le recommandeSi mon commentaire vous a aide dans votre choix, n'hesitez pas a me laisser un vote ;)
Produit super utile pour les nouveaux Iphone !	5,0 sur 5 etoiles	Un tres bon accessoire si vous voulez charger et ecouter la musique en meme temps.Le produit arrive dans une belle boite solide. Il fonctionne tres bien avec IOS 11.Je recommande fortement ce produit si comme moi vous voulez pouvoir profiter de vos ecouteurs et de la recharge en meme temps.
Super pratique	5,0 sur 5 etoiles	J'envisageais l'achat de ce type d'adaptateur depuis longtemps j'ai enfin decide de le commander afin de pouvoir utiliser les ecouteur quand je suis au telephone alors que celui-ci charge et je suis tres satisfait!Il est tres bien presente, tres bien protege et a l'air de bonne qualite, il y a meme une notice tres complete que je ne pense pas du tout utiliser mais elle a le merite d'etre la lolSur la photo je le voyais plus gros mais il est petit on peut donc le transporter ou le ranger aisement c'est une bonne surprise.J'ai essaye les deux prises, elles fonctionnent bien. Pour info j'ai teste l'adaptateur sur un iPhone X et sur un iPhone 7 je recommande donc ce produit a ceux qui en ont besoin.
Bon rapport qualite prix	5,0 sur 5 etoiles	Produit de bonne qualite, presente dans une boite plutot bien realisee.La boite contient l'adaptateur ainsi qu'une notice en Anglais et en Chinois. Les illustrations suffisent a comprendre le fonctionnement de l'appareil si l'on ne comprend aucune de ces deux langues.Bon rapport qualite en comparaison des produits vendu par la pomme.Attention a bien respecter les indications du constructeur et brancher les ecouteurs a l'adaptateur en premier et ensuite de brancher l'adaptateur a l'Iphone car sinon cela ne fonctionne pas correctement.
Casque + charge enfin possible.	5,0 sur 5 etoiles	Je viens de recevoir mon petit adaptateur pour mon iphone7+ ce petit raccord me permet enfin de recharger mon telephone et d ecouter le son au casque. Parfait pour les cessions YouTube du soir qd la batterie vient a manquer... il n y a pas a respecter un port en particulier pour le casque ou le chargeur. En revanche pour m amuser j ai tente de brancher deux casques en meme temps sur les lightning ca ne marche pas, mais c est pas prevu pour...Bref, Nikel en deplacement et pour les gros consommateurs de videos ou de musique...La qualite de fabrication est correcte.
Parfait !	5,0 sur 5 etoiles	Tout simplement genial !!! Qualite au RDV !!! Franchement n'hesitez pas !!! A commander les yeux fermes !!! Reconnu direct par itunes sur ordinateur ! Qualite du son des ecouteurs parfait ! Charge lightning du telephone reconnu direct aussi ! Vu les performances du produit j'en ai recommande un 2eme ! Merci beaucoup a EASTEEM !
Double Adaptateur iPhone	5,0 sur 5 etoiles	Utilisant beaucoup mon telephone pour ecouter  de la musique ,j'ai opte pour cet adaptateur qui me permet d'ecouter la musique et charger en meme temps avec ma batterie externe.Il n'y a pas d'interference dans le son ni dans la charge lorsque j'utilise les 2 connexions en meme temps.
Bien pratique !	5,0 sur 5 etoiles	Je recherchais ce genre d'adaptateur afin de pouvoir ecouter la musique et recharger en meme temps. Je n'ai pas trop hesite au vue du prix de celui-ci ( compare a l'adaptateur "officiel" ). Un petit gadget qui fait son job , et meme plutot bien ! Fonctionne bien , pas de faux contact , le cable a l'air plutot solide. A voir la fiabilite avec le temps , je recommande ce produit !
Bon produit	5,0 sur 5 etoiles	Bon produit, ne baisse pas ou tres peu le temps de charge, tres bon produit qui sert a retourner en arriere, c'est a dire, ecouter de la musique pendant que l'on charge le telephone. Adaptateur qui n'a encore aucun probleme pour le moment.
Tres satisfaite	5,0 sur 5 etoiles	J'ai fais l'acquisition d'un nouveau telephone et je ne pouvais pas imaginer recharger mon portable sans ecouter de la musique. Voila un adaptateur qui remplit parfaitement sa mission et pour le moment il fonctionne super bien !
Parfait avec IPhone 7	5,0 sur 5 etoiles	J'ai trouve ce que je chercher en achetant ce produit, il permet de recharger votre telephone tout en ecoutant de la musique. L'emballage inspire la qualite et le produit est bien fini, Le guide d'utilisateurs est facilement comprehensible. Content de mon achat je recommande.Ps : je suis sur iPhone 7
Adaptateur Apple Jack	5,0 sur 5 etoiles	Nickel ! Ma femme peut enfin charger et ecouter de la musique avec son iPhone 7 Plus.Simple d'utilisation, fonctionne avec tout les iPhones meme ceux avec la prise jack.Je recommande :) 5/5
Produit de tres mauvaise qualite	1,0 sur 5 etoiles	Je l'ai commande il y a 3 semaines et au bout 4 jours a peine  il Ne fonctionnait plus en charge, avec les oreillettes en meme temps. Tres decue.
Juste excellent !!	5,0 sur 5 etoiles	Ce produit est tout a fait conforme a la description, il offre une bonne qualite de son et charge l'iPhone normalement. Les commande de volume et de pause de la musique ou d'un appel son utilisable meme avec cet adaptateur. cela fait maintenant 1 an que je l'utilise et il est juste parfait, contrairement a d'autres produit qui ne m'ont tenus qu'une semaine, et ou on ne pouvait pas utiliser les commande de volume et de pause de la musique.
Pratique pour charger et ecouter des la musique mais	4,0 sur 5 etoiles	Pratique pour charger et ecouter des la musique mais...Parfois j'ai un message comme quoi l'accessoire n'est pas reconnu.Pour resoudre le probleme je debranche et rebranche mais je ne suis pas confiant dans cette methode sur le long terme.
Ecouter & Charger	5,0 sur 5 etoiles	C'est finit la galere dans les transports ou je me demande si je continue d'utiliser mes ecouteurs ou si je dois brancher immediatement mon Powerbank...Je peux enfin ecouter de la musique et charger mon telephone ! Trop bien !
Excellent produit	5,0 sur 5 etoiles	Ayant un iPhone 7, impossible de charger mon telephone en ecoutant de la musique etait complique durant les longs voyages. Merci a ce petit gadget qui  me le permet tres simplement maintenant. Indispensable si vous avez un iPhone 7 ou plus.
Etonne en bien	4,0 sur 5 etoiles	Franchement, en achetant ce produit par necessite dans ma voiture, je ne m'attendais a vraiment rien d'exceptionnel, pour un produit non officiel mais je suis ravi de la qualite de ce petit produit, livre dans une petite boite au look serieux, resultat apres pas mal d'utilisations, bonne qualite sonore, la recharge fonctionne bien, etcJe recommande ce produit.
Adaptateur iPhone	5,0 sur 5 etoiles	Superbe idee! Depuis qu'il n'y a plus de prise jack sur l iPhone, on etait oblige de choisir entre soit charger le telephone soit ecouter de la musique en auxiliaire dans la voiture. Avec cet adaptateur, on peut refaire les 2 en meme temps!
Fonctionne bien	5,0 sur 5 etoiles	Adaptateur vraiment bien pour pouvoir utiliser des ecouteurs tout en chargeant son IPhone, puisqu'il n'y a plus de port Jack. Il fonctionne bien pour le moment et j'en suis satisfait.
Fonctionne tres bien	5,0 sur 5 etoiles	J'avais un peu peur au depart et donc j'ai pris 2 marques differentes, Meme les deux ne font pas le prix d'une de chez Apple. Je me repete en disant qu'il faut absolument bien brancher les cables dans l'ordre indique. Si l'on doit debrancher l'alimentation, penser a sortir l'adaptateur pour ne mettre que les ecouteurs.Suivi de commande impeccable. Livraison faite dans les delais.
Inutile avec l'iphone 8	2,0 sur 5 etoiles	Le fil n'est pas de tres bonne qualite, il semble qu'il y ait un faux contact, des qu'on fait un mouvement, il se deconnecte. Il marchait avec mon iphone 6 mais maintenant que j'ai un iphone 8 il n'est plus reconnu, il devient donc inutile.
Pratique	5,0 sur 5 etoiles	Pratique depuis la disparition de la prise jack sur l'iphone mais il ne peut que recharger et ecouter la musique, on ne peut pas ecouter la musique a 2 par exemple mais c'est pas ce que je recherchais.
Fonctionne parfaitement avec mon iPhone 7 plus et mon iPad Pro	5,0 sur 5 etoiles	Fonctionne parfaitement avec mon iPad Pro, mon iPhone 7 Plus sur un ecran classique, un videoprojecteur et un television. Je cherchais cet adaptateur pour un prix raisonnable et bien je l'ai trouve.. je vous le recommande fortement.
Ne marche pas	1,0 sur 5 etoiles	Ne marche que avec un appareil branche donc inutil!J'avais deja jette l'emballage pensant que ca marchait etant donne que je n'avais branche qu'un cable. Dommage.
se degrade avec le temps	3,0 sur 5 etoiles	au debut tout fonctionnait bien, ensuite un des cables n'etait plus reconnu, comme souvent avec du materiel non certifie...
Super gadjet !	5,0 sur 5 etoiles	J'ai recu l'article rapidement et bien emballe. Super adaptateur, pas de surchauffe . J'en suis satisfaite et l'utilise tres souvent au travail pour brancher mon ipad et mon iphone. Je recommande.
Un produit decevant	2,0 sur 5 etoiles	J'ai achete ce produit car j'ai un Iphone 7 et je voulais pouvoir le charger et utiliser les ecouteurs en meme temps. Je suis tres decue car le produit n'est pas qualitatif car il n'est pas du tout stable. La charge du telephone n'arrete pas de s'interrompre puis reprendre a chaque petit mouvement !! C'est tres mauvais pour le telephone donc finalement je ne l'utilise plus....
Bon rapport qualite prix	1,0 sur 5 etoiles	Fait tout a fait le travail ! Tres bien presente, et m'a l'air solideUpdate : ne fonctionne plus du tout
PARFAIT	5,0 sur 5 etoiles	Ma fille est ravie. Tres bon produit,  un rapport qualite prix irreprochableJe recommande vivement cet article, vous ne serez pas decu
Bien utile !!	5,0 sur 5 etoiles	Fonctionne parfaitement, enfin possible de charger et ecouter de la musique en meme temps ! N'hesitez pas !! Il est mon meilleur ami dans la voiture desormais !
Adaptateur iPhone	1,0 sur 5 etoiles	Tres decue meme pas 3 mois apres cet achat, il ne fonctionne deja plus, vraiment dommage, je ne le conseille pas
Ravie de mon achat !	5,0 sur 5 etoiles	Super, fonctionne tres bien ! J'en suis tres contente !J'avais lu les commentaires avant d'acheter, les autres clients precisaient qu'il fallait d'abord brancher les ecouteurs et le chargeur sur l'adaptateur, et seulement ensuite branche l'adaptateur dans le telephone. C'est ce que j'ai fait et c'est impeccable !
Produit de degradant	1,0 sur 5 etoiles	Le produit semblait marcher au debut, cependant par la suite il faut trifouiller dans un sens precis les cables pour que ca marche puis plus rien .. Dommage parce qu'au debut il etait tres utile et pratique. Sa degradation est assez rapide.
Fonctionne tres bien pendant deux mois puis poubelle	1,0 sur 5 etoiles	Il a tres bien fonctionne pendant 2 mois. Puis apres ne comprenait plus s'il fallait s'occuper des ecouteurs ou de la batterie, c'etait soit l'un soit l'autre. Fini a la poubelle. Je ne le recommande pas.
N'achetez pas	1,0 sur 5 etoiles	Bonjour,J'ai voulu economiser en ne prenant pas l'adaptateur Apple, grosse erreur. "Appareil non reconnu par l'Iphone", qui ne fonctionne qu'une fois sur 3 trois pendant 3 minutes, car apres ce soit les ecouteurs qui n'envoie plus de son, soit la batterie qui ne charge plus.
C'est ce que je voulais !	5,0 sur 5 etoiles	Je l'ai recu il y a 2 jours et ca marche  (pour l'instant ) !Et ca change la vie : je charge et j'ecoute de la musique dans mes ecouteurs en meme temps.Pas besoin de depenser 4 fois plus cher pour acheter la marque recommandee par Apple...d'autant que celui-ci est tres compact et donc beaucoup plus pratique pour le quotidien.
N'ARRETE PAS DE BEUGUER	1,0 sur 5 etoiles	Apres meme pas 3 semaines d'utilisations, le doublon ne fonctionne que par intermittence donc pas pratique du tout !Pour moi ce sera un retour, decu.
Bon produit	5,0 sur 5 etoiles	Fait son travail, de legers soucis de reconnaissance parfois mais cela semble etre le lot plus ou moins de tous les modeles
Un petit defaut	4,0 sur 5 etoiles	Nickel sauf defois quand je film le son n'y apparait pas et on y entend un long <<bip>> lorsque le chargeur et les ecouteurs sont branches en meme temps
Article originale Apple	5,0 sur 5 etoiles	Je suis desole de contredire d'autres avis negatifs, mais la coque que viens de recevoir est bien un original de chez Applea un prix un peu moins cher que directement en boutique Apple.
Contrefacon	1,0 sur 5 etoiles	Coque de contrefacon. Produit a fuir.
Parfait	5,0 sur 5 etoiles	Envoi rapide, produit d'excellente qualite
Copie.	1,0 sur 5 etoiles	Simple copie de la version Apple. Arnaque.
Contrefacon !! Produit non officiel !!	3,0 sur 5 etoiles	CONTREFACON !!!! Produit non officiel comme annonce !!Qualite du silicone moindre...Finition laissant a desirer car trace de colle...Pas de numero de serie Apple a l'interieur...Moins enveloppante que les vraies...Voir les photos que j'ai faites...Coque correcte mais ce n'est pas une Apple...Rq : la blanche en photo est une vraie !! Comparez les petits details !!
Excellent	5,0 sur 5 etoiles	Coque avec une excellente prise en main. Dommage qu'elle ne protege pas le dessous de l'iPhone mais ca lui donne plutot un bon look. Le revetement en micro fibre a l'interieur rassure. Sinon je la trouve un peu chere car certaines presentes des defauts et ont la facheuse tendance a s'effriter sur les cotes ou laissent des traces qui ne s'effacent pas au dos de celle-ci.... Dommage mais malgre tout ca reste une de mes preferees grace a son revetement en silicone qui empechera tout glissement accidentel une fois en main. Je la conseille et je pense que c'est pas la derniere que j'achete. Tres bon produit qui de plus possede une large gamme de coloris.
Parfait	4,0 sur 5 etoiles	Beau rouge. Coque Iphone
J'adore! Elle est parfaite!	5,0 sur 5 etoiles	Si vous etes maniaque comme moi alors cette coque est pour vous!!Ne voulant pas acheter de coque en plastique car cela raye le contour en inox de l'iphone, je cherchais une autre coque en plus de mes apple en silicone qui couvre TOUT le contour du telephone et qui soit en matiere << microfibre >> a l'interieur pour eviter les micro rayures. J'ai trouve celle ci qui est comme les originales apple (peut etre un peu moins bien fini mais vu le prix ce n'est pas du tout derangeant) et qui couvre tout le telephone. La partie basse du coutour de la coque est en plastique mou (voir photo) ce qui permet de la mettre et de l'enlever sans difficultes !J'ai pris la coque en rose pale et la couleur est plutot sympa! Je pense recommander la meme mais en rouge cette fois!Cote livraison j'ai ete tres surprise car elle est arrivee moins de deux jour apres ma commande !Je rajoute egalement qu'avec la coque il y a une vitre pour proteger l'ecran de l'iphone. Je ne sais pas ce qu'elle vaut car j'en ai deja une sur mon iphone mais elle a l'aire solide.Je recommande ce produit a 100%!N'hesitez pas a me dire si mon commentaire a ete utile!
Une bonne surprise!	5,0 sur 5 etoiles	Pour etre franc j'ai toujours adore les coques officielles en silicone chez Apple. La prise en main est vraiment excellente mais leur seul defaut a mon gout c'est qu'elle ne protege pas totalement l'iPhone d'ou parfois les mauvaises surprises de voir un coup ou une griffe au bas du telephone.... Aie  pas tres agreable quand on sait le prix que ca coute! Et alleluia le probleme est regle avec cette coque Jasbon qui pour moi est a l'identique de la coque officielle mais fermee sur le dessous. De la micro fibre a l'interieur et une bonne prise en main voila ce que je cherchais depuis longtemps. La qualite du produit est vraiment tres bonne.... A  voir son usure avec le temps quand on sait que chez Apple certaines coques en silicone  s'effritent apres quelques temps et pour le prix ca ne fait pas plaisir! Ici le prix est tout a fait correct et de plus elle est livree avec un protege ecran en verre trempe qui m'a l'air de bonne facture. Voila je suis tres satisfait de cette coque. Pour les points negatifs peut etre aurait-il ete judicieux de mettre le logo sur le dos de la coque cela ajouterait un petit cachet supplementaire au produit et peut-etre aussi le manque de choix de coloris disponible  mais bon je chipote! Si vous aimez les coques officielles en silicone de la marque Apple vous ne serez pas decu de celle ci.
A peine recue, deja installee	5,0 sur 5 etoiles	J'ai deja eu les coques officielles d'Apple, cette derniere n'a rien a lui envier ! Je trouve meme qu'elle est mieux faite car elle protege le bas du telephone entierement.L'interieur est fait pour ne pas abimer  le telephone et le toucher de la coque est agreable a la prise en main.Sinon bonne prise en main, il ne glisse pas entre les doigts.Le fait que le silicone soit mou pres de la zone de la prise facilite la mise en place (et le retrait du telephone). Comme la coque est epaisse je n'ai plus a m'en faire pour l'objectif arriere, l'acces aux boutons est simple et le toucher de ces dernier est souple.Bref, tres satisfaite.Le bemol : le silicone attire les poussieres mais c'etait le cas aussi avec la coque officielle, mais un revers de la main et il n'y parait plus. Je me laisserai surement tenter par une autre couleur car le rendu est top !
Decu poussiere	1,0 sur 5 etoiles	BonjourJe suis vraiment decu du produit que j'ai commande.M'etant base sur les avis je pensais avoir commande un produit de qualite et l'ayant recu sans aucun probleme bien emballe avec une pastille de garantie que j'etais Oblige de rompre (cf photos 5) pour l'ouvrir... a ma grande surprise je vois un produit qui pour ma part est deja couvert de poussiere a l'arriere (photos 1-2-3...produit d'occasion ??) donc j'ai egalement ouvert le petit sachet dont je ne sais pas ce qu'il y avait dedans mais je suis vraiment decu et je ne veux plus le garder je l'ai remballe
Coque Silicone + verre trempe	5,0 sur 5 etoiles	Tres beau packaging qui inclus un Silicone Noir pour ma part pour l'iPhone X ansi qu'un verre trempe classique.Tout d'abord le silicone est de tres bonne qualite, il est tres epais parfait pour amortir les chocs.La matiere est tres douce avec un finis matte vraiment sympa.L'interieur a un tissu tout doux aussi avec le logo de la marque.Les finitions sont top.Le verre trempe ne prends la taille de l'ecran OLED, de bonne qualite aussi. Il est biseaute sur les bords.Il le laisse pas de trace de doigts !En conclusion, Je suis tres satisfait de mon achat !  Le rapport qualite prix est tres bon. Je recommande sans hesitation la marque Jasbon.
Une coque vraiment parfaite !	5,0 sur 5 etoiles	Apres avoir acquis recemment un iPhone X, je cherchais a proteger au mieux ce petit bijoux.Coque Apple officiel, coque Spigen etc.. c'est ma 4eme coques et c'est bien celle-ci ma preferee.La coupe est parfaite, la prise en main egalement, et la couleur rouge est vraiment sympa et permet la demarcation avec le noir de l'ecran.De plus, livre avecQue contient la boite ?- Une coque parfaitement emballee- Un verre trempe- Un kit pour nettoyage d'ecranComment ca fonctionne ?- La coque s'installe aisement grace a une partie souple au niveau de la partie basse (couvrant les hauts parleurs et la prise Lighting)- Le verre trempe est fournis avec un kit de nettoyage qui permet d'avoir un ecran parfaitement propre afin d'eviter les bulles avant la pose de celui-ci Point positifs :- Le coloris rouge vraiment jolie qui demarque bien les contours noirs d'un iPhone X- Le capteur photo est parfaitement proteger grace a l'epaisseur de la coque- La prise en main est tres bien, elle ne glisse pas- Elle n'accroche pas en les mettant dans les poches de jeans, comparer au coque Apple en silicone.[?][?] Point negatifs :- Elle retiens la poussiere pour le moment- L'absence du logo ( ce qui est normal pour les droits d'auteurs)[?] Conclusion :Apres avoir tester plusieurs coques pour mon precieux iPhone X (Spigen, Apple etc..) c'est celle-ci qui retiens le plus mon attention, elle est vraiment magnifique et protege efficacement le smartphone, sans entraver la prise en main de ce bijoux.Je la recommande vraiment a tout ceux desirant proteger efficacement et avec style leur iPhone X
Coque solide qui ne denature pas le tel	4,0 sur 5 etoiles	Coque sobre, semi-rigide mais pas trop epaisse histoire de ne pas denaturer le telephone / un peu quand meme afin de bien le proteger. Je trouve qu'elle a l'air de qualite (ce n'est pas la coque toute fine et souple). Je l'ai commandee en noir et en rouge, on verra a l'usage.Pour l'ecran protecteur, le premier semblait << defectueux >> car ne s'est pas correctement colle a l'ecran dans le coin bas droit (2 grandes bandes de bulles qui ne disparaissaient pas). J'ai teste avec le 2eme (ayant commande 2 coques) et aucun soucis, il s'est plaque directement, sans aucun probleme / tout seul. Donc, dommage pour le premier qui est parti direct a la poubelle, d'ou l'etoile en moins.Sinon, honnetement, la coque est bien et le protege ecran tres bien taille et adapte a l'ecran de l'iPhone X.
Protege tres bien, mais a ses defauts	3,0 sur 5 etoiles	Cette coque en silicone protege bien l'iPhone comme il faut, a ce niveau la pas de souci.Si vous etes maladroits elle protegera bien votre iPhone des chocs, et le protege-ecran fourni avec fera aussi sont travail.Le silicone empeche le telephone de glisser de la table (par exemple), mais c'est aussi in inconvenient (voir la suite de mon avis).En revanche, 2 gros points negatifs pour moi de cette coque en silicone :- Ca devient une veritable galere pour sortir le telephone de la poche, le telephone sort avec la poche qui se retourne...- Les petites saletes et poussieres s'accrochent facilement a la coque (vous le verrez si vous mettez le telephone dans une poche ou au fond d'un sac a main)Bref ces points etant bien trop penibles pour moi, je retourne le produit.
